labels,FeatDv3Cls
wafer_011,"tensor([-2.631007,9.929421,11.436261,1.544490,-11.988139,-0.629538,10.128808,-2.621757,12.765537,-6.196303,1.619466,4.478125,6.158522,3.741766,-7.894394,-7.680547,-0.501554,-4.146266,-5.979972,5.740066,-0.110835,-1.091008,4.339097,0.727875,-6.307868,-4.963269,-3.447643,-2.734931,-16.031473,-3.200286,-5.167431,-8.452152,5.416487,0.715436,-1.501437,2.096628,4.557069,-3.923543,-12.634012,-5.903186,-8.477569,3.855926,-0.109486,13.906864,1.906950,-1.568467,4.018692,-2.739541])"
wafer_012,"tensor([-3.213466,5.895588,3.419201,-0.904414,-5.187600,-4.594990,-2.664636,0.328644,-4.995848,-2.208378,3.145669,3.369092,-2.974541,8.073428,-4.998665,-3.461814,3.301659,-1.203563,-2.964245,-5.967778,-7.267284,-2.844590,-4.751134,-0.184305,1.070256,-2.048540,-3.617270,-10.324624,-8.861414,-2.151301,-0.358615,-1.899014,-1.900432,1.686585,1.802379,3.589760,0.885125,2.915608,-5.512944,-8.101534,-1.244090,3.140154,-1.766060,3.501849,3.410196,-1.386385,1.679722,9.557279])"
wafer_013,"tensor([-1.382292,7.154485,4.753399,-1.663216,-2.744746,-4.905571,-2.842003,2.185903,-7.457456,1.840187,1.281935,4.834595,-6.251071,8.711084,-4.936539,-5.929194,5.228012,0.581811,-2.421983,-6.060439,-6.185254,-4.824851,-4.665979,-2.172197,4.667968,-1.573600,-4.908418,-10.402490,-8.292743,-3.730719,1.852279,-1.218403,-3.298656,2.994378,-0.468397,1.917166,2.241648,-1.379678,-4.780667,-8.538022,-1.005956,2.091226,-0.772343,3.327912,4.056885,0.020204,3.082314,9.305173])"
wafer_014,"tensor([-0.581937,-6.883890,-4.687257,6.850347,-1.722421,-1.962057,-0.846570,-2.127977,0.979323,0.491374,-7.108710,-7.117224,1.108447,-8.319569,5.782239,7.207498,4.629240,0.441145,5.490939,-4.690583,3.832196,7.185320,0.844282,1.004567,3.825329,0.376604,2.389177,2.539875,-0.111693,-0.276508,4.414284,0.223483,5.537777,-2.071629,2.093013,-2.130720,-7.720092,3.381961,11.178081,10.294800,5.525527,2.754682,0.151811,-11.349963,2.859872,-5.297069,-8.830631,-4.064189])"
wafer_015,"tensor([-0.417796,6.353950,10.622740,3.561579,-10.173568,-1.250081,7.870058,0.724809,11.912116,-3.127220,-5.455011,8.033524,3.708131,2.560522,-9.308038,-5.178975,3.766160,-4.345789,-7.996985,5.181036,1.810681,1.279946,1.695546,-0.177850,-1.747847,0.811767,-1.101476,-4.055041,-16.845324,-4.432260,-2.878220,-6.127459,9.168704,2.460625,-0.933418,2.283419,1.550074,0.134782,-8.233432,-1.314862,-8.601428,5.090484,2.610306,13.159103,2.037823,-6.049194,2.432827,0.380330])"
wafer_016,"tensor([-3.103699,1.357104,-2.230958,-3.526815,8.187383,0.268569,0.571046,-6.142333,5.062624,-4.497303,0.274219,-1.410925,1.108440,-3.506728,3.955455,5.781701,-8.233404,-1.245556,1.823222,6.602632,4.299121,1.214131,2.207673,1.939395,-3.715338,-3.155979,2.682479,7.074321,5.751449,0.667726,-2.086343,6.482520,3.689991,0.631215,4.098679,-4.483710,2.121141,2.277432,3.775434,3.757534,1.231370,-1.376207,-6.543350,-3.180751,-1.554091,5.492907,4.031687,-5.527108])"
wafer_017,"tensor([-1.735057,9.612511,9.449693,3.302350,-15.220214,-0.790819,9.773319,-1.453327,10.937258,-3.933453,0.890844,3.285001,5.793484,2.861214,-5.374812,-6.915188,4.330100,-4.781378,-6.661913,1.328814,-0.266839,-0.427658,2.530491,-0.191520,-4.707267,-2.466852,-2.882726,-4.940179,-17.899631,-3.216273,-1.160907,-6.809328,4.978450,2.004659,-2.679768,2.190873,1.988198,-0.275862,-10.675397,-3.743078,-9.200059,8.640731,3.719270,13.904024,1.739772,-6.368301,0.818517,1.072887])"
wafer_018,"tensor([-2.595462,-0.297106,-0.249702,-1.765287,5.099615,-1.342961,0.564313,-5.055965,4.213511,-5.466472,0.210748,-1.999333,1.957946,-3.688237,0.161883,3.103251,-8.829806,-1.878908,2.168643,4.946265,1.417831,1.262640,2.847984,3.299884,-4.055346,-2.672615,0.916490,6.169761,4.445022,-0.872976,-2.599103,1.795938,3.273795,-2.267254,3.539706,-2.349177,1.476571,0.559139,2.415424,2.099879,2.235325,-1.539450,-7.570762,-2.746249,-1.234510,4.461743,1.357760,-6.239255])"
wafer_019,"tensor([-2.712438,4.163888,5.190445,1.820383,-7.381372,-6.210011,-2.638977,1.052410,-4.327353,-2.879261,0.169809,2.762869,-2.143185,6.304497,-7.522187,-5.305213,2.922822,-1.455277,-3.691488,-6.749538,-6.554966,-1.927472,-4.281233,0.895666,0.253696,-1.753329,-3.229740,-9.746192,-11.781705,-3.479030,-1.699405,-5.172360,0.320736,0.287385,2.937726,6.345487,-0.084236,3.349308,-7.727161,-8.104258,-0.899256,2.096758,-1.492873,3.539242,4.490090,-2.809925,-0.464809,8.354957])"
wafer_020,"tensor([1.545289,-3.853987,-5.207197,10.301396,-7.781480,-2.855147,-2.848478,-7.391537,-2.253638,-3.026370,-0.776359,-12.144061,0.984433,-6.589729,8.847479,6.110327,4.938005,1.147522,7.783603,-7.049730,2.405539,6.042531,2.916072,-0.302483,-2.562307,-0.241123,4.482115,2.823024,-3.157062,-0.453189,4.872145,-1.541729,4.254060,-0.811915,0.833215,-3.538512,-4.165504,3.430394,8.353699,7.525501,4.935595,2.442559,0.012418,-12.232097,3.286676,-5.525586,-13.066929,-6.743559])"
wafer_021,"tensor([-0.616807,0.522132,-1.690925,-1.713144,7.378887,-0.673269,-1.236627,-8.106783,2.017453,-6.041341,-0.313757,-2.218145,-2.214287,-2.703272,2.813552,5.729737,-7.224074,-0.017708,2.828293,6.176711,4.546026,0.729655,1.218948,0.952042,-4.228668,-1.625056,4.983011,7.718446,6.545922,-1.108437,-0.102199,6.721008,2.954022,2.005659,4.827252,-7.196684,4.420721,0.492974,5.741098,2.667565,1.449591,-2.308709,-8.044791,-4.100616,-1.487007,6.906613,1.538285,-5.188874])"
wafer_022,"tensor([-2.623997,-6.404808,-1.680628,0.578717,2.850604,0.003926,-0.403079,8.256062,6.437832,1.420744,-3.649278,2.361683,5.623451,-2.762246,-2.661922,3.959101,-1.291732,-1.523970,-3.073529,-1.571314,0.807214,3.213335,-1.763482,2.805197,2.424247,1.188544,-2.245350,-1.664700,-1.458159,4.846642,-4.660817,-0.058379,3.811415,-4.028757,3.435808,6.973516,-8.045729,6.805542,-2.696044,5.015256,2.654711,-0.851234,-1.007483,-2.661953,-1.096370,-2.967787,0.622741,1.174561])"
wafer_023,"tensor([-1.501523,4.421538,9.683843,3.247289,-9.297868,0.569896,6.818516,2.424597,11.721184,-1.859523,-2.347914,5.884522,4.518381,1.612162,-8.439228,-6.422192,0.999129,-4.063602,-9.792842,1.838727,2.163794,-1.105511,2.837469,0.421055,-4.003381,0.971154,-3.334373,-4.813969,-14.758625,-1.429455,-4.082960,-4.989990,5.567937,-0.047231,-0.549924,5.930961,1.513990,-0.752630,-13.445721,-4.258448,-9.754760,3.733685,3.726688,14.136745,1.514573,-3.932483,1.970307,2.001875])"
wafer_024,"tensor([-0.844611,7.651404,9.981385,-0.428893,-7.052660,-1.260074,8.726370,0.404864,9.241913,-3.956668,-3.260555,6.288490,4.051629,3.680797,-9.936780,-7.670848,-0.830277,-3.589146,-4.172643,6.761068,-0.986188,-0.949437,2.246818,0.929222,-0.746360,-4.265224,-2.789273,-2.504980,-12.123867,-5.220411,-3.664174,-8.430921,6.518138,1.197279,-2.126639,1.470085,2.623044,-5.155089,-6.903170,-4.032962,-6.682079,2.608852,-0.525066,11.124618,2.702472,-1.694340,4.650616,-1.532927])"
wafer_025,"tensor([1.036739,-5.572593,-4.539449,10.916997,-9.428384,-3.084838,-3.744180,-6.199672,-0.727771,-1.142148,-0.876353,-12.264713,1.798532,-6.491142,6.414788,5.239462,5.646192,0.465486,5.594287,-8.701425,2.023568,6.692202,3.976684,0.498369,-2.510799,-0.309393,2.541742,1.473364,-4.520595,0.352504,3.033743,-2.431482,3.897096,-3.684692,2.107905,0.086301,-5.182889,2.855182,4.811013,5.190097,4.452472,1.776538,-0.302273,-11.670065,4.294757,-4.624373,-13.903064,-5.935316])"
wafer_026,"tensor([-0.900538,-3.781992,-4.232266,9.158628,-7.220363,-1.544392,-1.987699,-4.955480,2.865964,-0.508196,-0.871843,-9.221097,2.482447,-5.589789,5.838943,6.122793,5.065080,0.228386,2.968712,-8.168607,3.344761,5.531710,1.970575,0.227488,-0.566207,-0.964564,-0.115195,-1.683546,-7.322124,1.146524,1.852052,-0.202350,6.057174,-1.563076,3.001926,-0.337196,-5.781251,5.515300,2.455478,6.167752,3.801332,2.306432,-0.121905,-11.017666,4.666692,-4.868874,-10.866103,-4.851174])"
wafer_027,"tensor([-2.295167,-0.413638,0.785749,-0.445240,5.786575,-3.717875,-1.006607,-7.175389,2.735382,-6.740317,-3.935001,-1.465308,-0.423859,-3.311269,-1.104140,4.262005,-6.196352,-1.521171,2.738762,4.549342,2.581087,2.465589,0.733572,1.701455,-2.484281,-2.675068,3.795008,5.451231,1.975246,-3.435986,-2.682771,1.554157,6.147437,0.609426,5.950608,-3.335921,0.467913,1.382924,5.458821,3.229490,2.755010,-2.268412,-8.070074,-4.503790,0.042436,3.415128,-0.187278,-5.834826])"
wafer_028,"tensor([-0.309352,8.007095,8.206746,0.536725,-9.072744,0.128886,7.845280,1.766974,7.593373,-4.036052,-2.144717,6.576147,3.782779,2.828427,-7.676646,-6.282153,2.276839,-2.358649,-3.552403,5.865888,-1.877528,-0.221046,-0.032349,0.019686,-1.272217,-2.114676,-0.419237,-2.930371,-10.635752,-2.944050,-2.012140,-8.624002,4.085880,1.679114,-3.395052,1.200811,1.548289,-1.547212,-6.121992,-2.505402,-7.244997,3.632182,2.856995,12.604369,1.095818,-3.248436,4.445118,-0.302684])"
wafer_029,"tensor([-0.639198,-5.965978,-3.741031,2.160050,1.435356,1.197084,-0.313981,5.484443,3.092507,1.110500,-1.497504,-1.017587,4.822617,-3.162207,0.108491,2.989455,0.020833,0.566838,-0.024380,-2.250781,1.634073,3.718051,-0.212702,1.039880,1.693248,1.095743,-1.076239,-0.531783,-0.033432,4.110917,-2.872423,-1.403821,2.807160,-3.787865,2.152469,3.883028,-6.507380,5.683524,-1.060753,4.525660,3.170593,-1.154945,1.005309,-5.315664,-0.055035,-2.951407,-2.500944,-1.281969])"
wafer_030,"tensor([-2.155141,2.463752,0.667318,-0.897123,2.472228,-0.428026,1.651470,-6.066175,5.310476,-3.962644,0.403181,-2.557396,0.749439,-1.114522,2.311639,3.460081,-2.993299,-2.544990,1.640865,4.034169,4.382777,1.566006,2.848062,-0.483971,-3.034188,-3.277272,0.632320,4.724032,-2.354400,-0.578030,-1.659286,3.741362,5.057737,2.471399,3.321736,-5.527758,2.033535,0.647414,1.659876,2.783578,0.265910,0.374990,-5.374392,-3.711345,1.116833,4.313457,0.955991,-5.487192])"
wafer_031,"tensor([-2.009909,4.227398,4.010137,0.350145,-5.388874,-5.830461,-3.785391,-2.002848,-8.758037,1.069986,1.414075,2.570290,-7.300781,7.537820,-4.836937,-5.405002,3.178555,0.049206,-2.997334,-7.851375,-6.651310,-5.023914,-3.932006,-0.533735,3.012780,-1.582544,-3.061665,-9.108120,-6.773058,-5.146432,3.090027,-1.806076,-3.762591,1.749737,-0.557686,2.735805,2.761362,-1.216542,-2.925270,-9.683277,-2.753317,3.572179,-0.609052,3.248854,3.555539,-1.070213,1.034796,10.568127])"
wafer_032,"tensor([-3.622493,3.723673,0.686990,-3.793907,6.437528,-1.016418,2.205281,-6.557378,6.184871,-5.458409,0.380620,-0.575996,0.733623,-0.979359,1.024262,4.497845,-7.884107,-2.146858,1.232548,7.316842,4.479263,0.314441,2.631889,0.853933,-3.644510,-4.098072,1.515434,5.127808,1.285707,-1.321861,-2.498545,5.555724,4.750456,2.566730,4.203278,-6.517098,3.148133,1.765150,2.805886,1.969765,-0.151790,-0.089603,-7.772016,-1.722962,0.165308,7.559416,4.514202,-4.995408])"
wafer_033,"tensor([-2.020883,6.327018,3.806817,-0.784738,-5.104816,-4.773630,-1.457145,1.317754,-6.540766,-0.843411,0.876407,4.113907,-3.704629,7.585403,-3.768253,-4.485132,4.119195,-0.853571,-2.868629,-4.524332,-6.960273,-3.304953,-5.385315,-0.264079,2.684956,-0.771493,-2.072030,-9.125936,-6.811715,-3.696974,1.457650,-2.673656,-2.707271,1.795311,-0.861112,2.652089,0.871253,1.969931,-2.731136,-6.305918,-1.708213,2.666648,0.121473,5.368037,1.589674,-2.754010,3.267637,9.848553])"
wafer_034,"tensor([2.173592,-7.119088,-5.852642,13.770628,-10.880274,-3.418671,-3.432859,-6.593661,-1.795594,-6.465754,-4.455770,-12.833643,4.052605,-9.911993,6.709275,7.683491,4.119322,1.341282,6.947149,-6.808181,1.718772,10.595168,2.705139,1.992981,-3.855159,0.636871,8.531477,2.525252,-1.920375,-0.005965,2.857929,-5.257950,6.653686,-3.667781,1.643398,1.323240,-8.566018,8.082787,8.519220,9.542086,4.938164,2.215837,1.097513,-10.341659,2.298898,-9.681824,-15.737022,-7.133180])"
wafer_035,"tensor([4.030923,-4.367223,-7.255210,7.759958,-4.723435,-0.588719,-2.798077,-1.640762,-4.797197,-0.839991,-3.103383,-9.023540,1.742437,-5.743402,7.008408,6.842443,6.959596,3.012955,8.825767,-4.432402,1.476450,7.479386,0.067188,-0.858661,2.109731,-1.266104,6.076798,1.851624,-0.387089,1.119372,3.100451,-3.421216,4.605566,-0.288369,0.257639,-4.260087,-7.458601,5.089785,8.589152,9.092961,5.867731,0.365584,2.125930,-12.986618,2.991997,-5.600221,-10.028974,-7.083246])"
wafer_036,"tensor([0.570384,-5.786230,-2.228472,2.367286,3.373813,2.438371,-2.955086,9.137960,6.081912,4.222598,-0.832957,1.170980,4.381481,-2.000896,-1.443725,5.607883,3.371072,0.755234,-5.488352,-4.363504,3.624705,2.068238,-3.002843,-1.115582,0.748770,3.658295,-1.198609,-2.641551,-4.009645,7.946241,-5.167062,2.168684,3.855082,-1.666446,5.455506,6.557974,-6.425619,9.621962,-7.929326,4.333349,1.350649,-1.813800,1.605309,-4.674763,-0.270021,-0.203396,-1.689604,0.690536])"
wafer_037,"tensor([-2.377043,8.436852,11.807923,2.858616,-11.602623,-1.424188,9.900408,0.313420,11.978250,-3.037784,-2.847384,6.245253,5.181888,3.784077,-9.100165,-7.468535,3.254482,-4.131846,-6.197623,3.429578,0.576774,0.197514,2.580653,0.918571,-0.663332,-2.920497,-5.121534,-4.874608,-17.854800,-5.506025,-3.569418,-8.603033,7.826272,1.766887,-0.702360,2.471828,1.328522,-4.025962,-8.911270,-3.267607,-7.329344,5.706249,1.245042,11.442633,4.310106,-3.843175,2.546956,-0.523411])"
wafer_038,"tensor([-2.072982,5.592959,5.291881,1.283423,-7.767895,-7.499678,-4.622450,-0.552642,-7.193989,-4.099309,0.935203,2.926161,-3.711232,7.361085,-7.244172,-5.601380,1.274900,-0.578240,-2.715632,-6.383702,-8.761952,-2.707691,-3.372571,0.943650,0.643817,-1.196300,-2.622629,-9.432249,-9.167745,-4.230924,0.242353,-5.407209,-1.760407,0.381160,1.489567,6.030926,1.022987,1.615393,-5.938318,-8.894172,-1.436112,2.071760,-2.076444,4.800141,3.872557,-2.422571,-0.511572,8.792316])"
wafer_039,"tensor([-6.335968,1.011286,1.352526,-4.544256,9.101238,0.058171,1.852963,-4.945463,12.818639,-4.550111,0.587778,0.175976,3.164922,-2.391013,0.332035,6.032227,-10.379508,-3.251091,-2.768889,6.933496,6.279826,0.652406,4.119382,2.236362,-6.163621,-2.825801,-0.594902,5.844415,1.116276,2.698477,-6.506825,7.888443,6.684142,-0.437900,8.102507,-3.210714,3.420653,2.857593,-2.951923,2.016205,0.407290,-0.959567,-10.340736,-2.260880,-1.146795,9.195965,4.667626,-6.082653])"
wafer_040,"tensor([-0.387516,3.117403,-0.852388,-3.478828,8.667507,-0.554935,0.901562,-5.418621,2.469117,-5.277273,-1.968516,0.331538,-0.572188,-1.309477,2.019009,4.807547,-5.469373,-0.391703,3.653528,9.657307,3.672073,1.348717,0.773686,-0.073374,-1.748712,-2.503725,4.343776,7.097879,5.238744,-1.109688,-1.290055,5.336200,4.362295,4.000057,3.700404,-8.560255,3.620744,0.384344,6.314187,3.610237,0.970350,-2.169883,-5.778159,-4.104671,-1.324878,6.915079,4.529658,-5.904136])"
wafer_041,"tensor([-1.262769,-4.241657,-2.851440,-1.185558,5.667957,1.029138,-3.010468,6.920107,3.264480,1.479811,-0.816533,2.192201,3.183480,-0.284624,-1.113456,4.708326,-0.062935,-0.866955,-3.630138,-2.913728,1.303699,1.369650,-3.811765,0.243508,2.170551,1.328459,-1.715336,-2.823721,-1.391782,5.892430,-5.195670,2.377671,2.838620,-1.067889,5.959048,4.078441,-5.554684,8.786318,-4.347369,3.579460,3.202423,-2.816054,-1.089315,-5.500812,-0.411775,0.747364,0.670918,1.718414])"
wafer_042,"tensor([2.457376,-6.758474,-5.705200,10.063606,-7.606807,-2.034769,-1.701466,-4.247147,-0.132163,-0.904890,-4.203232,-10.059174,2.457032,-7.794253,7.606978,7.135667,6.150688,1.197232,6.087678,-5.783767,4.004555,7.687161,2.218239,0.316769,-0.592996,2.231937,5.262637,2.278908,-1.215981,1.124308,4.617071,-2.153849,4.941717,-1.866713,0.571667,-1.951254,-6.735708,4.778952,8.894988,9.482739,3.404887,2.820754,3.117128,-9.830895,2.257632,-8.078459,-13.468589,-5.756927])"
wafer_043,"tensor([-4.734735,2.616489,1.359829,-3.020883,5.507516,-0.172005,1.599309,-6.358978,9.983662,-6.639253,1.991743,-0.475323,2.908849,-2.249134,1.730183,4.873715,-9.208365,-3.859870,-2.153818,6.065832,5.678455,0.576542,3.899943,1.764714,-7.496982,-2.366235,0.646952,5.696468,1.168463,1.140296,-3.376616,7.073250,4.199439,1.090797,6.154542,-3.380807,4.319570,3.310677,-1.897411,1.141321,-0.735342,0.300488,-7.137109,0.798633,-2.003594,6.683938,4.052625,-5.081011])"
wafer_044,"tensor([-3.718704,0.214327,-3.357083,-2.839015,8.646310,-0.430817,-0.557301,-6.698314,5.086616,-5.293481,0.341066,-2.263610,1.116867,-4.360586,3.290881,7.117005,-9.355360,-2.418797,2.363891,5.886767,2.924230,1.574638,2.196210,1.503659,-3.322844,-2.839167,1.831548,7.261205,6.158303,0.688777,-2.999701,6.565118,3.630498,-0.283216,5.653805,-4.689109,1.865434,2.722066,4.903633,3.522628,2.914715,-1.984476,-9.109220,-5.494423,-1.357299,6.756258,2.838967,-5.738722])"
wafer_045,"tensor([-1.240370,-5.970789,-3.389449,2.420975,2.917322,2.810264,-2.541131,8.460379,5.947194,0.243020,-0.822870,1.567413,6.648243,-2.596954,-1.607304,5.302776,0.735333,0.646930,-3.850092,-2.181658,2.494510,3.071570,-2.363653,0.458604,-0.103172,2.493558,-1.251451,-2.375935,-3.630162,7.864838,-6.517669,0.224246,5.145645,-3.504385,6.556591,5.673689,-7.383948,10.875950,-8.116941,4.279756,2.582738,-3.099098,0.597382,-5.086085,-0.436560,-0.759912,-1.911959,0.001534])"
wafer_046,"tensor([-1.306765,-2.755010,-0.451835,0.408628,1.518124,1.473317,-0.768428,6.380890,7.049843,3.561203,-0.425396,1.188246,3.784277,0.359409,-2.966799,1.935907,2.480437,-0.408370,-4.923350,-2.993039,2.722096,1.014516,-1.335565,-0.676281,0.662204,1.041921,-3.940571,-3.180308,-5.610547,5.209150,-4.851274,0.916502,2.763876,-1.533463,3.551702,3.654357,-2.760484,4.208226,-8.055102,1.623557,-0.153506,-0.811719,0.584413,-0.963717,1.119221,-0.214949,0.315913,0.799563])"
wafer_047,"tensor([-2.959342,6.190335,6.532713,0.802343,-7.340603,-4.939686,-1.209444,-1.456942,-3.857601,-2.442606,2.569877,2.331431,-3.104606,7.746578,-5.149400,-6.690001,1.523094,-1.110851,-3.742623,-5.863976,-6.779793,-3.281426,-2.471820,0.663268,0.362283,-1.686433,-4.491260,-8.780567,-9.344639,-4.261158,0.586356,-2.736380,-2.801162,0.454348,-0.238941,4.822792,2.325609,-0.520734,-6.561999,-9.296990,-3.074837,3.599906,-0.570667,6.492449,3.004974,-2.073045,1.269104,8.878538])"
wafer_048,"tensor([-4.381717,4.642057,7.329059,0.708984,-7.771150,-5.154105,-0.719885,1.022860,-0.327242,-2.044599,0.663614,4.902539,-2.153504,6.661949,-7.807779,-6.988643,1.775178,-3.079564,-7.228231,-6.307806,-5.717622,-3.553100,-2.405765,1.268489,0.139929,-0.625343,-4.874276,-9.586587,-11.726751,-3.614308,-0.683435,-2.150449,-0.426374,-0.202740,1.408848,6.737844,2.363910,1.396550,-9.052442,-8.857009,-4.127708,4.441052,-1.784794,8.697929,2.736327,-3.108881,1.853334,10.641562])"
wafer_049,"tensor([-3.253573,5.391736,3.967513,1.631605,-5.695888,-5.248377,-4.464399,1.648414,-5.325530,0.959200,3.075595,3.065318,-4.014871,8.041082,-4.309028,-4.389846,5.434467,-0.587988,-4.773587,-9.242291,-5.692568,-3.480210,-4.226885,0.109429,3.303820,-0.876221,-5.546346,-12.095645,-11.083135,-1.790826,0.904385,-0.563205,-2.452503,1.438176,1.811018,5.223192,1.154155,2.528551,-6.950775,-8.843036,-1.194634,4.194920,-0.164341,2.449317,4.767412,-2.138626,0.808061,11.449864])"
wafer_050,"tensor([-6.815994,0.995073,0.577024,-3.423641,7.761837,-0.313598,2.975614,-6.362308,10.861268,-6.072742,0.464225,-1.026594,3.431793,-3.010828,1.590176,5.405001,-9.959744,-4.101940,-1.314547,5.184616,4.521439,1.667416,3.475333,2.658186,-5.487937,-4.639167,-0.861416,4.434631,1.067621,0.202869,-4.431853,6.882704,6.388298,0.664241,6.244369,-2.980656,1.215380,3.291841,0.181511,2.427792,0.709480,0.164714,-10.558184,-2.482336,0.002683,6.178550,4.596072,-4.750115])"
